year,month,day,hour,day-ahead-forecast,actual-demand,error,abs-error,error-percentage,cost
2023,4,2,5,6277.0,6212.64,64.35999999999967,64.35999999999967,1.0359525097221096,64.35999999999967
2023,4,2,8,7368.0,7124.92,243.07999999999996,243.07999999999996,3.411687429472891,243.07999999999996
2023,4,2,11,7525.0,7781.55,-256.5500000000002,256.5500000000002,3.2969010030135406,513.1000000000004
2023,4,2,14,7605.0,8156.32,-551.3199999999997,551.3199999999997,6.759420915314747,1102.6399999999994
2023,4,2,17,7720.0,8322.15,-602.1499999999996,602.1499999999996,7.235510054493126,1204.2999999999993
2023,4,2,20,8839.0,8368.23,470.7700000000005,470.7700000000005,5.625681894498603,470.7700000000005
2023,4,2,23,8013.0,7800.52,212.4799999999996,212.4799999999996,2.723920969371267,212.4799999999996
2023,4,3,2,6139.0,6267.05,-128.05000000000018,128.05000000000018,2.043226079255793,256.10000000000036
2023,4,3,5,5850.0,5976.05,-126.05000000000018,126.05000000000018,2.1092527672961268,252.10000000000036
2023,4,3,8,6106.0,6584.82,-478.8199999999997,478.8199999999997,7.271573102985347,957.6399999999994
2023,4,3,11,6965.0,7444.9,-479.8999999999997,479.8999999999997,6.446023452296198,959.7999999999994
2023,4,3,14,7155.0,7549.23,-394.2299999999996,394.2299999999996,5.222121991249433,788.4599999999992
2023,4,3,17,7585.0,7961.9,-376.8999999999997,376.8999999999997,4.733794697245628,753.7999999999994
2023,4,3,20,7425.0,7240.3,184.69999999999985,184.69999999999985,2.55099926798613,184.69999999999985
2023,4,3,23,6593.0,6566.05,26.949999999999815,26.949999999999815,0.4104446356637524,26.949999999999815
2023,4,4,2,5847.0,5784.2,62.80000000000018,62.80000000000018,1.0857162615400606,62.80000000000018
2023,4,4,5,5611.0,5641.5,-30.5,30.5,0.54063635557919,61.0
2023,4,4,8,5259.0,5593.22,-334.22000000000025,334.22000000000025,5.975448846996905,668.4400000000005
2023,4,4,11,5792.0,6391.33,-599.3299999999999,599.3299999999999,9.377234472324226,1198.6599999999999
2023,4,4,14,6047.0,6150.41,-103.40999999999984,103.40999999999984,1.681351324545841,206.81999999999968
2023,4,4,17,6552.0,6669.58,-117.57999999999991,117.57999999999991,1.7629295997649015,235.15999999999983
2023,4,4,20,7451.0,7479.44,-28.4399999999996,28.4399999999996,0.3802423710866001,56.8799999999992
2023,4,4,23,7006.0,7094.14,-88.14000000000033,88.14000000000033,1.2424338961452737,176.28000000000065
2023,4,5,2,5987.0,5881.77,105.22999999999956,105.22999999999956,1.789087298551279,105.22999999999956
2023,4,5,5,5755.0,5640.44,114.5600000000004,114.5600000000004,2.031047223266277,114.5600000000004
2023,4,5,8,5904.0,5829.24,74.76000000000022,74.76000000000022,1.2824999485353188,74.76000000000022
2023,4,5,11,6619.0,6558.71,60.28999999999997,60.28999999999997,0.9192356423747956,60.28999999999997
2023,4,5,14,6855.0,6809.75,45.25,45.25,0.6644884173427805,45.25
2023,4,5,17,7287.0,7422.36,-135.35999999999967,135.35999999999967,1.823678722131501,270.71999999999935
2023,4,5,20,7028.0,7370.12,-342.1199999999999,342.1199999999999,4.641986833321573,684.2399999999998
2023,4,5,23,6495.0,6540.38,-45.38000000000011,45.38000000000011,0.6938434769845194,90.76000000000022
2023,4,6,2,5636.0,5713.82,-77.81999999999971,77.81999999999971,1.3619609998214803,155.63999999999942
2023,4,6,5,5410.0,5545.89,-135.89000000000033,135.89000000000033,2.450283002367525,271.78000000000065
2023,4,6,8,5059.0,5486.07,-427.0699999999997,427.0699999999997,7.784625424028489,854.1399999999994
2023,4,6,11,5512.0,6334.23,-822.2299999999996,822.2299999999996,12.98074114770066,1644.4599999999991
2023,4,6,14,5760.0,6443.52,-683.5200000000004,683.5200000000004,10.607866507747325,1367.0400000000009
2023,4,6,17,6275.0,6791.96,-516.96,516.96,7.61135224589073,1033.92
2023,4,6,20,7161.0,7475.01,-314.0100000000002,314.0100000000002,4.200797055789895,628.0200000000004
2023,4,6,23,6765.0,6980.07,-215.0699999999997,215.0699999999997,3.081201191392059,430.1399999999994
2023,4,0,2,5621.0,5825.33,-204.32999999999996,204.32999999999996,3.507612444273542,408.6599999999999
2023,4,0,8,6122.0,6544.07,-422.0699999999997,422.0699999999997,6.449655948056786,844.1399999999994
2023,4,0,14,7284.0,7554.26,-270.2600000000002,270.2600000000002,3.57758403867487,540.5200000000004
2023,4,0,17,7588.0,7597.72,-9.720000000000256,9.720000000000256,0.1279331167771417,19.440000000000513
2023,4,0,20,7899.0,7834.42,64.57999999999993,64.57999999999993,0.8243111806617456,64.57999999999993
2023,4,0,23,7218.0,7263.32,-45.31999999999971,45.31999999999971,0.6239570884939629,90.63999999999942
2023,4,1,2,5943.0,6084.94,-141.9399999999996,141.9399999999996,2.332644200271484,283.8799999999992
2023,4,1,5,5851.0,5996.88,-145.8800000000001,145.8800000000001,2.4325982844412444,291.7600000000002
2023,4,1,8,6567.0,6586.44,-19.4399999999996,19.4399999999996,0.2951518574525783,38.8799999999992
2023,4,1,11,7080.0,7584.89,-504.8900000000003,504.8900000000003,6.656523693817581,1009.7800000000007
2023,4,1,14,7416.0,7749.72,-333.72000000000025,333.72000000000025,4.306220095693783,667.4400000000005
2023,4,1,17,7616.0,8100.4,-484.3999999999997,484.3999999999997,5.9799516073280286,968.7999999999994
2023,4,1,20,7970.0,8127.8,-157.80000000000018,157.80000000000018,1.9414847806294468,315.60000000000036
2023,4,1,23,7148.0,7259.23,-111.22999999999956,111.22999999999956,1.5322561759304991,222.45999999999913
2023,4,2,2,6109.0,6130.87,-21.86999999999989,21.86999999999989,0.3567193563066888,43.73999999999978
2023,4,2,5,5915.0,5884.87,30.13000000000011,30.13000000000011,0.511990919085725,30.13000000000011
2023,4,2,8,6574.0,6374.86,199.14000000000036,199.14000000000036,3.123833307711861,199.14000000000036
2023,4,2,11,7443.0,7490.92,-47.92000000000007,47.92000000000007,0.6397078062507685,95.84000000000015
2023,4,2,14,7540.0,7508.43,31.56999999999971,31.56999999999971,0.4204607354666649,31.56999999999971
2023,4,2,17,7944.0,7915.83,28.170000000000076,28.170000000000076,0.3558691887016279,28.170000000000076
2023,4,2,20,7332.0,7510.49,-178.48999999999978,178.48999999999978,2.376542675644329,356.97999999999956
2023,4,2,23,6667.0,6732.58,-65.57999999999993,65.57999999999993,0.9740693760787088,131.15999999999985
2023,4,3,2,5806.0,5790.25,15.75,15.75,0.2720089806139631,15.75
2023,4,3,5,5681.0,5643.94,37.0600000000004,37.0600000000004,0.6566334865360086,37.0600000000004
2023,4,3,8,5915.0,5666.77,248.2299999999996,248.2299999999996,4.380449532979096,248.2299999999996
2023,4,3,11,6841.0,7342.3,-501.3000000000002,501.3000000000002,6.827560846056416,1002.6000000000004
2023,4,3,14,7110.0,6911.61,198.39000000000036,198.39000000000036,2.8703876520810687,198.39000000000036
2023,4,3,17,7227.0,8091.64,-864.6400000000003,864.6400000000003,10.685596492182055,1729.2800000000007
2023,4,3,20,8326.0,8747.49,-421.4899999999998,421.4899999999998,4.818410766974295,842.9799999999996
2023,4,3,23,7781.0,8039.38,-258.3800000000001,258.3800000000001,3.2139294323691643,516.7600000000002
2023,4,4,2,5909.0,6462.52,-553.5200000000004,553.5200000000004,8.565079875961706,1107.0400000000009
2023,4,4,5,5836.0,6192.95,-356.9499999999998,356.9499999999998,5.763812076635526,713.8999999999996
2023,4,4,8,7132.0,7437.25,-305.25,305.25,4.104339641668628,610.5
2023,4,4,11,7965.0,9163.68,-1198.6800000000003,1198.6800000000003,13.080771043947411,2397.3600000000006
2023,4,4,14,8035.0,8722.07,-687.0699999999997,687.0699999999997,7.877373146512236,1374.1399999999994
2023,4,4,17,8270.0,8943.87,-673.8700000000008,673.8700000000008,7.53443419906596,1347.7400000000016
2023,4,4,20,9350.0,9449.87,-99.8700000000008,99.8700000000008,1.0568399353641986,199.7400000000016
2023,4,4,23,8243.0,8297.09,-54.09000000000015,54.09000000000015,0.6519153100665431,108.1800000000003
2023,4,5,2,6458.0,6630.53,-172.52999999999977,172.52999999999977,2.6020544360707176,345.05999999999955
2023,4,5,5,6187.0,6262.88,-75.88000000000011,75.88000000000011,1.211583169404493,151.76000000000022
2023,4,5,8,6943.0,6747.04,195.96000000000004,195.96000000000004,2.9043847376034533,195.96000000000004
2023,4,5,11,7560.0,7050.62,509.3800000000001,509.3800000000001,7.224612870924828,509.3800000000001
2023,4,5,14,7546.0,7074.23,471.7700000000005,471.7700000000005,6.66885300591019,471.7700000000005
2023,4,5,17,7667.0,7670.82,-3.819999999999709,3.819999999999709,0.0497991088306036,7.639999999999418
2023,4,5,20,8223.0,7919.34,303.65999999999985,303.65999999999985,3.834410443294515,303.65999999999985
2023,4,5,23,7266.0,7046.95,219.05000000000015,219.05000000000015,3.108436983375789,219.05000000000015
2023,4,6,2,5979.0,6089.97,-110.97000000000024,110.97000000000024,1.822176463923472,221.94000000000048
2023,4,6,5,5940.0,5840.69,99.3100000000004,99.3100000000004,1.7003128055075756,99.3100000000004
2023,4,6,8,6302.0,5632.88,669.1199999999999,669.1199999999999,11.87882575165812,669.1199999999999
2023,4,6,11,6910.0,6300.06,609.9399999999996,609.9399999999996,9.681495096872087,609.9399999999996
2023,4,6,14,6909.0,6315.84,593.1599999999999,593.1599999999999,9.39162486700106,593.1599999999999
2023,4,6,17,6916.0,6928.86,-12.859999999999673,12.859999999999673,0.1856005172568023,25.719999999999345
2023,4,6,20,7861.0,7849.46,11.539999999999964,11.539999999999964,0.1470164826625011,11.539999999999964
2023,4,6,23,7333.0,7413.93,-80.93000000000029,80.93000000000029,1.0915937970819831,161.86000000000058
2023,4,0,2,5906.0,6023.17,-117.17000000000009,117.17000000000009,1.9453211514866768,234.34000000000017
2023,4,0,5,5906.0,5866.13,39.86999999999989,39.86999999999989,0.6796644465772135,39.86999999999989
2023,4,0,8,6725.0,6895.9,-170.89999999999964,170.89999999999964,2.4782841978566923,341.7999999999993
2023,4,0,11,7356.0,7387.93,-31.93000000000029,31.93000000000029,0.4321914257444275,63.86000000000058
2023,4,0,14,7766.0,7677.1,88.89999999999964,88.89999999999964,1.1579893449349314,88.89999999999964
2023,4,0,17,7851.0,8119.92,-268.9200000000001,268.9200000000001,3.3118552892146726,537.8400000000001
2023,4,0,20,8431.0,8468.22,-37.21999999999935,37.21999999999935,0.4395256618273893,74.4399999999987
2023,4,0,23,7634.0,7569.78,64.22000000000025,64.22000000000025,0.8483734005479717,64.22000000000025
2023,4,1,2,6108.0,6116.37,-8.36999999999989,8.36999999999989,0.1368458742685595,16.73999999999978
2023,4,1,5,5972.0,6021.46,-49.46000000000004,49.46000000000004,0.8213954755159054,98.92000000000009
2023,4,1,8,6896.0,6987.14,-91.14000000000031,91.14000000000031,1.3043963624601815,182.28000000000063
2023,4,1,11,7395.0,7602.64,-207.64000000000036,207.64000000000036,2.731156545620999,415.2800000000007
2023,4,1,14,7681.0,7971.63,-290.6300000000001,290.6300000000001,3.645803932194546,581.2600000000002
2023,4,1,17,7855.0,8204.27,-349.27000000000044,349.27000000000044,4.2571733987301785,698.5400000000009
2023,4,1,20,8455.0,8224.77,230.2299999999996,230.2299999999996,2.7992272124326827,230.2299999999996
2023,4,1,23,7669.0,7468.55,200.44999999999985,200.44999999999985,2.6839212430793102,200.44999999999985
2023,4,2,2,6108.0,6258.65,-150.64999999999964,150.64999999999964,2.407068617034019,301.2999999999993
2023,4,2,5,6024.0,6053.23,-29.229999999999563,29.229999999999563,0.4828826923807548,58.45999999999913
2023,4,2,11,7826.0,7885.86,-59.85999999999967,59.85999999999967,0.7590801764170259,119.71999999999935
2023,4,2,14,8343.0,8397.99,-54.98999999999978,54.98999999999978,0.6547995413188129,109.97999999999956
2023,4,2,17,8109.0,8638.77,-529.7700000000004,529.7700000000004,6.132470247500517,1059.5400000000009
2023,4,2,20,8420.0,8470.65,-50.64999999999964,50.64999999999964,0.5979470288584658,101.29999999999929
2023,4,2,23,7519.0,7505.07,13.930000000000293,13.930000000000293,0.1856078624183424,13.930000000000293
2023,4,3,5,6112.0,6173.83,-61.82999999999993,61.82999999999993,1.0014853016684933,123.65999999999985
2023,4,3,20,8470.0,8468.76,1.2399999999997815,1.2399999999997815,0.0146420491311571,1.2399999999997815
2023,4,3,23,7624.0,7683.59,-59.59000000000015,59.59000000000015,0.7755489296019197,119.1800000000003
2023,4,4,5,6062.0,6275.03,-213.02999999999972,213.02999999999972,3.3948841678844524,426.05999999999943
2023,4,4,11,7430.0,7464.46,-34.46000000000004,34.46000000000004,0.4616542924739369,68.92000000000009
2023,4,4,14,7770.0,7910.03,-140.02999999999977,140.02999999999977,1.7702840570768978,280.05999999999955
2023,4,4,20,8560.0,8387.53,172.46999999999937,172.46999999999937,2.0562668628308853,172.46999999999937
2023,4,4,23,7609.0,7528.33,80.67000000000007,80.67000000000007,1.0715523894409529,80.67000000000007
2023,4,5,2,6260.0,6286.01,-26.01000000000022,26.01000000000022,0.41377598826601,52.02000000000044
2023,4,5,5,6116.0,5978.77,137.22999999999956,137.22999999999956,2.295288161277312,137.22999999999956
2023,4,5,8,6876.0,6644.06,231.9399999999996,231.9399999999996,3.490937769977989,231.9399999999996
2023,4,5,11,7309.0,7146.15,162.85000000000036,162.85000000000036,2.2788494504033694,162.85000000000036
2023,4,5,14,7305.0,6892.9,412.1000000000004,412.1000000000004,5.9786156770009775,412.1000000000004
2023,4,5,17,7449.0,7172.95,276.0500000000002,276.0500000000002,3.8484863271039136,276.0500000000002
2023,4,5,20,8017.0,7411.44,605.5600000000004,605.5600000000004,8.170611918871371,605.5600000000004
2023,4,5,23,7125.0,6573.59,551.4099999999999,551.4099999999999,8.388262730106376,551.4099999999999
2023,4,6,2,6014.0,5665.97,348.02999999999975,348.02999999999975,6.142461043740079,348.02999999999975
2023,4,6,5,5918.0,5464.22,453.77999999999975,453.77999999999975,8.304570460193766,453.77999999999975
2023,4,6,8,6238.0,5599.77,638.2299999999996,638.2299999999996,11.397432394544769,638.2299999999996
2023,4,6,11,6939.0,5949.15,989.8500000000004,989.8500000000004,16.638511383979232,989.8500000000004
2023,4,6,14,6805.0,5969.27,835.7299999999996,835.7299999999996,14.000539429444464,835.7299999999996
2023,4,6,20,7893.0,7431.51,461.4899999999998,461.4899999999998,6.209908887964892,461.4899999999998
2023,4,6,23,7394.0,7013.47,380.52999999999975,380.52999999999975,5.425702255802046,380.52999999999975
2023,4,0,2,5998.0,5720.12,277.8800000000001,277.8800000000001,4.857940043215878,277.8800000000001
2023,4,0,5,5892.0,5600.56,291.4399999999996,291.4399999999996,5.203765337751932,291.4399999999996
2023,4,0,8,7010.0,6619.87,390.1300000000001,390.1300000000001,5.893318146730979,390.1300000000001
2023,4,0,11,7480.0,7272.95,207.05000000000015,207.05000000000015,2.846850315209099,207.05000000000015
2023,4,0,14,7795.0,7109.96,685.04,685.04,9.634934655047283,685.04
2023,4,0,17,8220.0,7343.26,876.7399999999998,876.7399999999998,11.939383870379093,876.7399999999998
2023,4,0,20,8557.0,8197.89,359.1100000000006,359.1100000000006,4.380517425825433,359.1100000000006
2023,4,0,23,7535.0,7205.43,329.5699999999997,329.5699999999997,4.573911619431453,329.5699999999997
2023,4,1,2,5866.0,5766.79,99.21000000000004,99.21000000000004,1.7203678302833991,99.21000000000004
2023,4,1,5,5768.0,5719.57,48.43000000000029,48.43000000000029,0.8467419753582925,48.43000000000029
2023,4,1,8,6817.0,7043.46,-226.46000000000004,226.46000000000004,3.215181175161072,452.9200000000001
2023,4,1,11,7335.0,7340.24,-5.239999999999782,5.239999999999782,0.0713873115865391,10.479999999999563
2023,4,1,14,7501.0,7689.21,-188.21000000000004,188.21000000000004,2.4477156951104213,376.4200000000001
2023,4,1,17,7781.0,7752.05,28.949999999999815,28.949999999999815,0.3734496036532248,28.949999999999815
2023,4,1,20,8324.0,7989.88,334.1199999999999,334.1199999999999,4.181789964304844,334.1199999999999
2023,4,1,23,7352.0,7143.85,208.14999999999964,208.14999999999964,2.9136949963954955,208.14999999999964
2023,4,2,2,5710.0,5783.21,-73.21000000000004,73.21000000000004,1.2659059588014274,146.42000000000007
2023,4,2,5,5656.0,5732.88,-76.88000000000011,76.88000000000011,1.341036267983982,153.76000000000022
2023,4,2,8,6757.0,7024.99,-267.9899999999998,267.9899999999998,3.814809700796725,535.9799999999996
2023,4,2,11,7213.0,7081.11,131.89000000000033,131.89000000000033,1.8625610956474388,131.89000000000033
2023,4,2,14,7250.0,7079.26,170.73999999999978,170.73999999999978,2.411834005249133,170.73999999999978
2023,4,2,17,7349.0,7235.88,113.11999999999988,113.11999999999988,1.5633205636356586,113.11999999999988
2023,4,2,20,7641.0,7730.32,-89.31999999999971,89.31999999999971,1.155450227157475,178.63999999999942
2023,4,2,23,6583.0,6716.17,-133.17000000000007,133.17000000000007,1.9828265216633896,266.34000000000015
2023,4,3,2,5608.0,5651.92,-43.92000000000007,43.92000000000007,0.7770810627185111,87.84000000000015
2023,4,3,5,5511.0,5363.84,147.15999999999983,147.15999999999983,2.743556854790595,147.15999999999983
2023,4,3,8,6005.0,5898.08,106.92000000000009,106.92000000000009,1.8127933157909029,106.92000000000009
2023,4,3,11,6706.0,6177.97,528.0299999999997,528.0299999999997,8.546982261163452,528.0299999999997
2023,4,3,14,6770.0,6033.02,736.9799999999996,736.9799999999996,12.215772531833135,736.9799999999996
2023,4,3,17,6720.0,6651.71,68.28999999999996,68.28999999999996,1.026653296671081,68.28999999999996
2023,4,3,20,7629.0,7679.02,-50.02000000000044,50.02000000000044,0.6513852027993211,100.04000000000087
2023,4,3,23,6958.0,6862.7,95.30000000000018,95.30000000000018,1.3886662683783375,95.30000000000018
2023,4,4,2,5697.0,5592.61,104.39000000000031,104.39000000000031,1.8665703490856744,104.39000000000031
2023,4,4,5,5598.0,5565.39,32.60999999999967,32.60999999999967,0.5859427641189507,32.60999999999967
2023,4,4,8,6820.0,7146.3,-326.3000000000002,326.3000000000002,4.565999188391197,652.6000000000004
2023,4,4,11,7380.0,7478.39,-98.39000000000031,98.39000000000031,1.3156575145185037,196.78000000000063
2023,4,4,14,7701.0,7794.83,-93.82999999999991,93.82999999999991,1.2037465858780747,187.65999999999983
2023,4,4,17,8118.0,8018.99,99.01000000000022,99.01000000000022,1.234694144773846,99.01000000000022
2023,4,4,20,8451.0,7994.38,456.6199999999999,456.6199999999999,5.711762513165497,456.6199999999999
2023,4,4,23,7521.0,7272.1,248.89999999999964,248.89999999999964,3.4226702053052027,248.89999999999964
2023,4,5,2,5786.0,5978.49,-192.48999999999975,192.48999999999975,3.219709324595337,384.9799999999995
2023,4,5,5,5762.0,5789.99,-27.98999999999978,27.98999999999978,0.4834205240423521,55.97999999999956
2023,4,5,8,6377.0,6702.72,-325.72000000000025,325.72000000000025,4.8595197173684745,651.4400000000005
2023,4,5,11,7143.0,7403.5,-260.5,260.5,3.5186060646991284,521.0
2023,4,5,14,7118.0,7486.56,-368.5600000000004,368.5600000000004,4.922955269175701,737.1200000000008
2023,4,5,17,7243.0,7536.81,-293.8100000000004,293.8100000000004,3.898333645136343,587.6200000000008
2023,4,5,20,7624.0,7553.8,70.19999999999982,70.19999999999982,0.9293335804495728,70.19999999999982
2023,4,5,23,6779.0,6686.39,92.60999999999969,92.60999999999969,1.3850523227032774,92.60999999999969
2023,4,6,2,5805.0,5757.18,47.81999999999971,47.81999999999971,0.8306149885881579,47.81999999999971
2023,4,6,5,5701.0,5616.52,84.47999999999956,84.47999999999956,1.5041342325852942,84.47999999999956
2023,4,6,8,5811.0,5857.62,-46.61999999999989,46.61999999999989,0.7958863838897008,93.23999999999978
2023,4,6,11,6575.0,6793.54,-218.54,218.54,3.216879564998513,437.08
2023,4,6,14,6565.0,6979.05,-414.0500000000002,414.0500000000002,5.932755890844745,828.1000000000004
2023,4,6,17,6950.0,7091.78,-141.77999999999977,141.77999999999977,1.9992159937279463,283.55999999999955
2023,4,6,20,7801.0,7733.81,67.1899999999996,67.1899999999996,0.8687826569310546,67.1899999999996
2023,4,6,23,7329.0,7297.75,31.25,31.25,0.4282141756020691,31.25
2023,4,0,2,5796.0,5719.21,76.78999999999996,76.78999999999996,1.342667955889012,76.78999999999996
2023,4,0,5,5885.0,5728.94,156.0600000000004,156.0600000000004,2.724064137519339,156.0600000000004
2023,4,0,8,7105.0,7435.4,-330.39999999999964,330.39999999999964,4.443607606853695,660.7999999999993
2023,4,0,11,7616.0,7585.37,30.63000000000011,30.63000000000011,0.4038036377922251,30.63000000000011
2023,4,0,14,7861.0,7897.46,-36.46000000000004,36.46000000000004,0.4616674221838419,72.92000000000009
2023,4,0,17,7851.0,8007.18,-156.1800000000003,156.1800000000003,1.9504994267644824,312.3600000000006
2023,4,0,20,8618.0,8395.08,222.92000000000007,222.92000000000007,2.6553648089118878,222.92000000000007
2023,4,0,23,7584.0,7156.45,427.5500000000002,427.5500000000002,5.974330848395506,427.5500000000002
2023,5,1,2,5862.0,5874.88,-12.88000000000011,12.88000000000011,0.2192385206165931,25.76000000000022
2023,5,1,5,5898.0,5725.46,172.53999999999996,172.53999999999996,3.013556989307409,172.53999999999996
2023,5,1,8,7502.0,7175.29,326.71000000000004,326.71000000000004,4.553265442929833,326.71000000000004
2023,5,1,11,7750.0,7589.1,160.89999999999964,160.89999999999964,2.120145998866791,160.89999999999964
2023,5,1,14,7866.0,7772.9,93.10000000000036,93.10000000000036,1.197751161085314,93.10000000000036
2023,5,1,17,7850.0,7962.67,-112.67000000000009,112.67000000000009,1.4149776394098974,225.34000000000017
2023,5,1,20,8459.0,8381.65,77.35000000000036,77.35000000000036,0.9228493196447044,77.35000000000036
2023,5,1,23,7487.0,7283.48,203.52000000000044,203.52000000000044,2.7942686737658438,203.52000000000044
2023,5,2,2,5879.0,5910.91,-31.90999999999985,31.90999999999985,0.5398491941173162,63.8199999999997
2023,5,2,5,5798.0,5852.16,-54.159999999999854,54.159999999999854,0.9254702537182828,108.31999999999971
2023,5,2,8,7185.0,7393.77,-208.77000000000044,208.77000000000044,2.8235933765859693,417.5400000000009
2023,5,2,11,7435.0,7631.96,-196.96000000000004,196.96000000000004,2.5807263140792145,393.9200000000001
2023,5,2,14,7601.0,7839.52,-238.52000000000044,238.52000000000044,3.042533216319372,477.0400000000009
2023,5,2,17,7687.0,7862.58,-175.57999999999993,175.57999999999993,2.23310923386471,351.15999999999985
2023,5,2,20,8319.0,8311.98,7.020000000000437,7.020000000000437,0.0844564111078279,7.020000000000437
2023,5,2,23,7221.0,7215.77,5.229999999999563,5.229999999999563,0.072480137254923,5.229999999999563
2023,5,3,2,5801.0,5909.91,-108.90999999999984,108.90999999999984,1.8428368621518747,217.81999999999968
2023,5,3,5,5776.0,5885.44,-109.4399999999996,109.4399999999996,1.8595041322313983,218.8799999999992
2023,5,3,8,7504.0,7412.28,91.72000000000024,91.72000000000024,1.237406034310634,91.72000000000024
2023,5,3,11,7992.0,7837.78,154.22000000000023,154.22000000000023,1.9676490026512643,154.22000000000023
2023,5,3,14,8350.0,7989.75,360.25,360.25,4.508902030726869,360.25
2023,5,3,17,8118.0,7977.85,140.14999999999964,140.14999999999964,1.7567389710260235,140.14999999999964
2023,5,3,20,8269.0,8445.4,-176.39999999999964,176.39999999999964,2.088711014279959,352.7999999999993
2023,5,3,23,7165.0,7505.52,-340.52000000000044,340.52000000000044,4.536927488035478,681.0400000000009
2023,5,4,2,5906.0,6048.12,-142.1199999999999,142.1199999999999,2.3498211014331707,284.2399999999998
2023,5,4,5,5888.0,5839.96,48.03999999999997,48.03999999999997,0.8226083740299585,48.03999999999997
2023,5,4,8,7560.0,7248.04,311.96000000000004,311.96000000000004,4.304060132118477,311.96000000000004
2023,5,4,11,8613.0,8285.63,327.3700000000008,327.3700000000008,3.951057433170451,327.3700000000008
2023,5,4,14,9190.0,8805.12,384.8799999999992,384.8799999999992,4.371093182148559,384.8799999999992
2023,5,4,17,8878.0,9056.35,-178.35000000000036,178.35000000000036,1.969336432447955,356.7000000000007
2023,5,4,20,8639.0,8838.33,-199.32999999999996,199.32999999999996,2.255290309368398,398.6599999999999
2023,5,4,23,7612.0,7715.34,-103.34000000000016,103.34000000000016,1.3394095399554673,206.68000000000032
2023,5,5,2,6203.0,6507.8,-304.8000000000002,304.8000000000002,4.683610436706724,609.6000000000004
2023,5,5,5,5909.0,6157.16,-248.15999999999983,248.15999999999983,4.0304296136530455,496.31999999999965
2023,5,5,8,6960.0,7200.84,-240.84000000000012,240.84000000000012,3.3446097955238576,481.68000000000023
2023,5,5,11,8345.0,8684.58,-339.5799999999999,339.5799999999999,3.910148792457435,679.1599999999999
2023,5,5,14,8927.0,8942.86,-15.860000000000582,15.860000000000582,0.1773481861507457,31.720000000001164
2023,5,5,17,8665.0,8434.5,230.5,230.5,2.732823522437608,230.5
2023,5,5,20,8439.0,8115.15,323.8500000000004,323.8500000000004,3.990684090867087,323.8500000000004
2023,5,5,23,7349.0,7209.57,139.4300000000003,139.4300000000003,1.933957226297828,139.4300000000003
2023,5,6,2,6195.0,6139.7,55.30000000000018,55.30000000000018,0.9006954737202174,55.30000000000018
2023,5,6,5,5859.0,5984.02,-125.02000000000044,125.02000000000044,2.089230985190565,250.04000000000087
